Key,Id,French(fr)
"Dialogs_Story2_Home_LucyKnock_4_1WHyUp_3_Lucy",63009996852,"Tu penses vraiment que tout ce que je fais, c'est faire la fête?"
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_0_Player",63009996853,"Oui..."
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_1_Lucy",63009996854,". . ."
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_2_Lucy",63009996855,"Eh bien... d'habitude oui"
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_3_Lucy",63009996856,"Mais pas hier"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_0_Player",63009996857,"Si tu ne faisais pas la fête hier... alors tu es allée où?"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_1_Lucy",63009996858,"J'étais à un rencard..."
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_2_Player",63009996859,"Tu n'as pas l'air de t'être amusée"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_3_Lucy",63009996860,"Ouais... parce que ça ne l'était absolument pas"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_4_Player",63009996861,"Pourquoi pas?"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_5_Lucy",63009996862,"Ça n'a pas d'importance"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_6_Lucy",63009996863,"Je dois y aller maintenant"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_7_Lucy",63009996864,"Merci encore"
"Dialogs_Story2_Home_LucyKnock_4_2_1Wait_0_Player",63009996865,"Attends..."
"Dialogs_Story2_Home_LucyKnock_4_2_1Wait_1_Lucy",63009996866,"Quoi?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_0_Player",63009996867,"Tu te souviens quand je t'ai posé une question sur la salle de sport?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_1_Lucy",63009996868,"Oui"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_2_Player",63009996869,"Est-ce que tu te souviens aussi m'avoir dit qu'on pourrait y aller et s'entraîner ensemble?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_3_Lucy",63009996870,"Oh non... s'il te plaît, ne commence pas..."
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_4_Lucy",63009996871,"Espionner Maman ne te suffit pas?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_5_Lucy",63009996872,"Maintenant tu veux mater les autres filles en vêtements moulants?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_6_Lucy",63009996873,"Ou est-ce que tu veux me mater, moi?"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_0_Player",63014191104,"Je voulais te demander quelque chose"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_1_Player",63014191105,"Est-ce qu'il y a une salle de sport dans le coin?"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_2_Lucy",63014191106,"Bien sûr qu'il y en a une"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_3_Lucy",63014191107,"J'y vais moi-même"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_4_Player",63014191108,"Je peux venir avec toi?"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_5_Lucy",63014191109,"Ouais"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_6_Lucy",63014191110,"Je ne veux pas que tu mates les autres filles..."
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_7_Lucy",63014191111,"Ou moi..."
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_0_Player",63014191112,"Je ne plaisante pas"
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_1_Lucy",63014191113,"D'accord..."
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_2_Lucy",63014191114,"Tu m'as aidé..."
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_3_Lucy",63014191115,"Je suppose que je peux t'aider aussi"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_0_Player",63014191116,"Oh, va te faire foutre"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_1_Lucy",63014191117,"Calme-toi"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_2_Lucy",63014191118,"D'accord..."
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_3_Lucy",63014191119,"Tu m'as aidé"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_4_Lucy",63014191120,"Je suppose que je peux t'aider aussi"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_0_Lucy",63014191121,"Reparle-moi plus tard"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_1_Lucy",63014191122,"D'ici là"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_2_Lucy",63014191123,"Et l'argent pour l'abonnement à la salle"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_3_Lucy",63014191124,"C'était environ 8c"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_4_Lucy",63014191125,"Je dois y aller maintenant"
"Dialogs_Story2_Home_LucyOut_1_Lucy_0_Player",63014191126,"Lucy?"
"Dialogs_Story2_Home_LucyOut_1_Tsss_0_Lucy",63014191127,"Tsss~"
"Dialogs_Story2_Home_LucyOut_1_Tsss_1_Lucy",63014191128,"sois silencieux"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_0_Lucy",63014191129,"J'ai entendu Maman se lever..."
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_1_Lucy",63014191130,"La télé est allumée"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_2_Lucy",63014191131,"Je pense qu'elle est dans le salon"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_3_Lucy",63014191132,"Elle ne peut pas me voir ici"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_4_Lucy",63014191133,"Attends..."
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_5_Lucy",63014191134,"Qu'est-ce que tu fais ici?"
"Dialogs_Story2_Home_LucyOut_2_1Bar_0_Player",63014191135,"J'étais au bar"
"Dialogs_Story2_Home_LucyOut_2_1Bar_1_Lucy",63014191136,"<shake>Un bar...?"
"Dialogs_Story2_Home_LucyOut_2_1Bar_2_Lucy",63014191137,"Comme si tu avais vraiment des amis"
"Dialogs_Story2_Home_LucyOut_2_2NotYourBusiness_0_Player",63014191138,"Qu'est-ce que ça peut te faire? Ce ne sont pas tes affaires"
"Dialogs_Story2_Home_LucyOut_2_2NotYourBusiness_1_Lucy",63014191139,"<shake>Ça ne me regarde pas!"
"Dialogs_Story2_Home_LucyOut_3_WhoThere_0_Sarah",63014191140,"Qui est là?"
"Dialogs_Story2_Home_LucyOut_3_WhoThere_1_Sarah",63014191141,"Lucy"
"Dialogs_Story2_Home_LucyOut_4_HelpMe_0_Lucy",63014191142,"Dis que c'est toi"
"Dialogs_Story2_Home_LucyOut_4_HelpMe_1_Lucy",63014191143,"Ne laisse pas Maman me voir ici"
"Dialogs_Story2_Home_LucyOut_4_HelpMe_2_Lucy",63014191144,"S'il te plaaaît"
"Dialogs_Story2_Home_LucyOut_5_Go_0_Lucy",63014191145,"Va distraire Maman"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_0_Sarah",63014191146,"Oh"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_1_Sarah",63014191147,"C'est toi"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_2_Sarah",63014191148,"J'ai cru entendre la voix de Lucy"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_3_Sarah",63014191149,"Ça doit être le vin"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_4_Sarah",63014191150,"Pourquoi tu es encore debout si tard?"
"Dialogs_Story2_Home_LucyOut_6_1Working_0_Player",63014191151,"J'ai dû faire une heure de plus au travail aujourd'hui"
"Dialogs_Story2_Home_LucyOut_6_1Working_1_Sarah",63014191152,"Oh"
"Dialogs_Story2_Home_LucyOut_6_1Working_2_Sarah",63014191153,"Ne te surmène pas trop"
"Dialogs_Story2_Home_LucyOut_6_2Out_0_Player",63014191154,"Je suis sortie au bar"
"Dialogs_Story2_Home_LucyOut_6_2Out_1_Sarah",63014191155,"Ooooh"
"Dialogs_Story2_Home_LucyOut_6_2Out_2_Sarah",63014191156,"Alors"
"Dialogs_Story2_Home_LucyOut_6_2Out_3_Sarah",63014191157,"Je commence à être jalouse"
"Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_0_Player",63014191158,"Ce n'était pas un rencard"
"Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_1_Player",63014191159,"Plutôt juste une sortie entre amis"
"Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_2_Sarah",63014191160,"Bien sûr"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_0_Player",63014191161,"Pourquoi tu ne dors pas?"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_1_Sarah",63014191162,"Euh..."
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_2_Sarah",63014191163,"Je n'arrivais pas à dormir"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_3_Sarah",63014191164,"Alors"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_4_Sarah",63014191165,"Tu veux me tenir compagnie un petit peu?"
"Dialogs_Story2_Home_LucyOut_7_1Yes_0_Player",63014191166,"Oui"
"Dialogs_Story2_Home_LucyOut_7_1Yes_1_Sarah",63014191167,"Bien"
"Dialogs_Story2_Home_LucyOut_7_1Yes_2_Sarah",63014191168,"Assieds-toi alors"
"Dialogs_Story2_Home_LucyOut_7_1Yes_3_Sarah",63014191169,"Et je vais te chercher un verre"
"Dialogs_Story2_Home_LucyOut_GoGo_0_Lucy",63014191170,"Allez-allez"
"Dialogs_Story2_Home_SarahHallway_1_SarahSpeaks_0_Sarah",63014191171,"@{player}?"
"Dialogs_Story2_Home_SarahHallway_2_Yes_0_Player",63014191172,"Oui?"
"Dialogs_Story2_Home_SarahHallway_2_Yes_1_Sarah",63014191173,"J'ai remarqué que tu quittais beaucoup la maison récemment"
"Dialogs_Story2_Home_SarahHallway_2_Yes_2_Sarah",63014191174,"Est-ce que tout va bien?"
"Dialogs_Story2_Home_SarahHallway_2_Yes_3_Sarah",63014191175,"Tu sais"
"Dialogs_Story2_Home_SarahHallway_2_Yes_4_Sarah",63014191176,"...si tu te sens mal à l'aise"
"Dialogs_Story2_Home_SarahHallway_3_Work_0_Player",63014191177,"Oh non"
"Dialogs_Story2_Home_SarahHallway_3_Work_1_Player",63014191178,"J'ai trouvé un travail"
"Dialogs_Story2_Home_SarahHallway_3_Work_2_Player",63014191179,"C'est pour ça que je quitte la maison"
"Dialogs_Story2_Home_SarahHallway_3_Work_3_Sarah",63014191180,"Oh..."
"Dialogs_Story2_Home_SarahHallway_3_Work_4_Sarah",63014191181,"Je vois"
"Dialogs_Story2_Home_SarahHallway_3_Work_5_Sarah",63014191182,"Je pensais déjà qu'il y avait un problème ou quelque chose dans le genre"
"Dialogs_Story2_Home_SarahHallway_3_Work_6_Sarah",63014191183,"Quel genre de travail?"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_0_Player",63014191184,"C'est à l'épicerie où nous sommes allés il y a quelques jours"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_1_Sarah",63014191185,"Oh vraiment?"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_2_Sarah",63014191186,"C'est sympa"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_3_Sarah",63014191187,"Ça doit être à cause de la jolie collègue"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_4_Sarah",63014191188,"Je veux dire"
"Dialogs_Story2_Home_SarahHallway_4_1True_0_Player",63014191189,"C'est vrai"
"Dialogs_Story2_Home_SarahHallway_4_1True_1_Sarah",63014191190,"Awwww"
"Dialogs_Story2_Home_SarahHallway_4_1True_2_Sarah",63014191191,"C'est mignon"
"Dialogs_Story2_Home_SarahHallway_4_1True_3_Sarah",63014191192,"D'accord"
"Dialogs_Story2_Home_SarahHallway_4_1True_4_Sarah",63014191193,"Passe une bonne journée"
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_0_Player",63014191194,"Je dois y aller"
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_1_Sarah",63014191195,"Bien..."
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_2_Sarah",63014191196,"Je ne vais pas te prendre ton temps"
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_3_Sarah",63014191197,"Passe une bonne journée"
"Dialogs_Story2_Home_SarahSofa_1_hereIAm_0_Sarah",63018385408,"Me voilà"
"Dialogs_Story2_Home_SarahSofa_2_PoorSomeWIne_0_Sarah",63018385409,"Laisse-moi juste nous verser un peu de vin"
"Dialogs_Story2_Home_SarahSofa_3_Done_0_Sarah",63018385410,"Voilà"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_0_Sarah",63018385411,"Maintenant je suis toute à toi"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_1_Sarah",63018385412,"N'hésite pas à en boire une gorgée ou deux"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_2_Sarah",63018385413,"Je ne le dirai pas à ta mère haha"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_3_Player",63018385414,"Merci"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_4_Player",63018385415,"""J'ai bu quelques verres au bar... Je ne devrais plus boire maintenant"""
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_5_Sarah",63018385416,"De rien"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_6_Sarah",63018385417,"Alors dis-moi..."
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_7_Sarah",63018385418,"Comment se passe ton nouveau travail?"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_8_Sarah",63018385419,"Je n'ai pas eu l'occasion de te le demander plus tôt"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_0_Player",63018385420,"C'est sympa. Passer un peu de temps hors de la maison... un peu de socialisation ne fait pas de mal. J'aime bien"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_1_Player",63018385421,"Les horaires de travail sont super flexibles"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_2_Sarah",63018385422,"On dirait l'annonce de job parfaite"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_3_Sarah",63018385423,"J'ai presque envie de postuler moi-même!"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_4_Player",63018385424,"Haha"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_5_Sarah",63018385425,"Je suis contente que ça te plaise"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_6_Sarah",63018385426,"Tu sais..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_7_Sarah",63018385427,"Vous me rappelez tellement ma jeunesse..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_8_Sarah",63018385428,"Je veux dire, toi et les filles"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_9_Sarah",63018385429,"Ces années d'université"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_10_Sarah",63018385430,"Ça me manque parfois..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_11_Sarah",63018385431,"Aucune raison de stresser"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_12_Sarah",63018385432,"Quand on vieillit"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_13_Sarah",63018385433,"Plus de fêtes"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_14_Sarah",63018385434,"OMG"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_15_Sarah",63018385435,"Changeons de sujet"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_0_Player",63018385436,"Tu ne t'amuses jamais?"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_1_Sarah",63018385437,"Bien sûr que si..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_2_Sarah",63018385438,"C'est juste un genre d'amusement différent"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_3_Sarah",63018385439,"Tu vois..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_4_Sarah",63018385440,"La plupart de mes amis de l'université ont quitté la ville..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_5_Sarah",63018385441,"Ceux qui sont restés ont des familles maintenant"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_6_Sarah",63018385442,"C'est pareil pour moi"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_7_Sarah",63018385443,"Alors avec le temps"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_8_Sarah",63018385444,"On se voit encore de temps en temps"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_9_Sarah",63018385445,"Mais on sort de moins en moins ces jours-ci"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_10_Sarah",63018385446,"Et pour être honnête..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_11_Sarah",63018385447,"Ces rencontres sont devenues plus des réunions de grands-pères que de vrais moments de fun"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_12_Sarah",63018385448,"Alors dernièrement"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_13_Sarah",63018385449,"Boire du vin et regarder la télé"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_14_Sarah",63018385450,"C'est pour ça que j'attends ta mère"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_0_Player",63018385451,"Attendre ma mère? Je ne savais pas qu'elle était fêtarde"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_1_Sarah",63018385452,"Elle ne te l'a jamais dit?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_2_Player",63018385453,"À propos de quoi?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_3_Sarah",63018385454,"OMG"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_4_Sarah",63018385455,"Je vais devoir l'appeler demain"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_5_Player",63018385456,"Quelles histoires?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_6_Sarah",63018385457,"Oh... c'est vrai"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_7_Sarah",63018385458,"Il n'y a rien de fou..."
"Dialogs_Story2_Home_SarahSofa_6_1Mom_8_Sarah",63018385459,"On s'est tellement amusées à l'époque"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_9_Sarah",63018385460,"Moi et ta mère savions faire la fête—ce n'était jamais ennuyeux avec elle"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_10_Sarah",63018385461,"Mais rien de vulgaire"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_11_Player",63018385462,"Je n'aurais jamais deviné que Maman pouvait être comme ça"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_12_Sarah",63018385463,"C'est étrange qu'elle n'ait jamais parlé de sa jeunesse"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_13_Sarah",63018385464,"Mais pour être honnête"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_14_Sarah",63018385465,"Elle était super sérieuse à propos de sa grossesse"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_15_Sarah",63018385466,"...et je suppose qu'elle ne voulait pas te donner le mauvais exemple"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_16_Sarah",63018385467,"Mais maintenant que tu es plus grand"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_17_Sarah",63018385468,"C'est pour ça que je l'attends"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_18_Sarah",63018385469,"Pour qu'on puisse avoir notre amusement de 'vieilles dames' avec une bière dans notre pub préféré"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_0_Player",63018385470,"Et Benjamin?"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_1_Sarah",63018385471,"Euh..."
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_2_Sarah",63018385472,"Eh bien... il doit travailler"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_3_Sarah",63018385473,"Depuis qu'il a eu une promotion à son travail..."
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_4_Sarah",63018385474,"...nous ne faisons presque plus d'activités ensemble"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_5_Sarah",63018385475,"Mais je ne lui en veux pas."
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_6_Sarah",63018385476,"Il a trois bouches de plus à nourrir."
"Dialogs_Story2_Home_SarahSofa_6_2_1GoodMan_0_Player",63018385477,"Il a l'air d'être une bonne personne."
"Dialogs_Story2_Home_SarahSofa_6_2_1GoodMan_1_Sarah",63018385478,"Et il l'est..."
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_0_Player",63018385479,"Pour moi, il passe pour un connard."
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_1_Sarah",63018385480,"Eh bien, il ne l'est pas!"
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_2_Sarah",63018385481,"Il fait de son mieux pour sa famille."
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_3_Sarah",63018385482,"Alors s'il te plaît, ne le juge pas sur ce que tu as vu avant."
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_4_Sarah",63018385483,"Il veut ce qu'il y a de mieux pour Lucy et Lisa."
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_5_Sarah",63018385484,"Et il le montre par ses actions."
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_0_Player",63018385485,"Je suis désolé."
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_1_Sarah",63018385486,"C'est rien, je comprends."
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_2_Sarah",63018385487,"Ne tire juste pas de conclusions hâtives."
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_3_Sarah",63018385488,"C'est un homme bien."
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_0_Player",63018385489,". . ."
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_1_Sarah",63018385490,"Mais je comprends pourquoi tu pourrais ressentir ça."
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_2_Sarah",63018385491,"Je te demande juste de ne pas juger un livre à sa couverture."
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_3_Sarah",63018385492,"Tu ne le connais pas comme moi."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_0_Sarah",63018385493,"Mais je dois admettre..."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_1_Sarah",63018385494,"Parfois, j'aimerais qu'il soit plus attentionné envers moi."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_2_Sarah",63018385495,"Je comprends qu'il travaille beaucoup."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_3_Sarah",63018385496,"Mais je ne demande pas grand-chose."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_4_Sarah",63018385497,"Juste des fleurs de temps en temps."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_5_Sarah",63018385498,"Je suis sa femme, après tout."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_6_Sarah",63018385499,"Ou au moins un massage des pieds."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_7_Sarah",63018385500,"Je suis debout toute la journée."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_8_Sarah",63018385501,"Mais il est juste trop fatigué pour ça..."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_9_Player",63018385502,"""Waouh... elle vide son sac."""
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_10_Sarah",63018385503,"Et c'est pas comme si je me plaignais..."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_11_Sarah",63018385504,"Mais... ouais..."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_12_Sarah",63018385505,"Je suis désolée... je parle trop..."
"Dialogs_Story2_Home_SarahSofa_7_1ItsAlright_0_Player",63018385506,"Non... c'est rien."
"Dialogs_Story2_Home_SarahSofa_7_1ItsAlright_1_Player",63018385507,"Tu peux toujours me parler si tu as besoin de quelqu'un pour écouter."
"Dialogs_Story2_Home_SarahSofa_7_1ItsAlright_2_Sarah",63018385508,"Merci."
"Dialogs_Story2_Home_SarahSofa_7_2Neglect_0_Player",63018385509,"Comment peut-il négliger une femme aussi merveilleuse?"
"Dialogs_Story2_Home_SarahSofa_7_2Neglect_1_Sarah",63018385510,"Ouais."
"Dialogs_Story2_Home_SarahSofa_7_2Neglect_2_Sarah",63018385511,"Je parie que tu ne laisserais jamais ça arriver si tu étais à sa place."
"Dialogs_Story2_Home_SarahSofa_7_2Neglect_3_Sarah",63018385512,"C'est ce que tu voulais dire?"
"Dialogs_Story2_Home_SarahSofa_7_2Neglect_4_Sarah",63018385513,"Je te taquine, c'est tout."
"Dialogs_Story2_Home_SarahSofa_7_2Neglect_5_Sarah",63018385514,"Mais je parie que non."
"Dialogs_Story2_Home_SarahSofa_8_Massage_0_Player",63022579712,"Tu sais quoi?"
"Dialogs_Story2_Home_SarahSofa_8_Massage_1_Player",63022579713,"Je pense que je peux aider."
"Dialogs_Story2_Home_SarahSofa_8_Massage_2_Sarah",63022579714,"Hm?"
"Dialogs_Story2_Home_SarahSofa_8_Massage_3_Player",63022579715,"Je pourrais te faire un massage des pieds si tu veux."
"Dialogs_Story2_Home_SarahSofa_8_Massage_4_Sarah",63022579716,"Ehhh?"
"Dialogs_Story2_Home_SarahSofa_8_Massage_5_Player",63022579717,"Tu a pas dit que ça t'aidait à te détendre après une journée fatigante?"
"Dialogs_Story2_Home_SarahSofa_8_Massage_6_Player",63022579718,"Laisse-moi t'aider."
"Dialogs_Story2_Home_SarahSofa_8_Massage_7_Sarah",63022579719,"Je..."
"Dialogs_Story2_Home_SarahSofa_8_Massage_8_Sarah",63022579720,"... ne m'attendais pas à ça."
"Dialogs_Story2_Home_SarahSofa_8_Massage_9_Sarah",63022579721,"Tu n'es pas obligé."
"Dialogs_Story2_Home_SarahSofa_8_Massage_10_Sarah",63022579722,"Je parie que tu es fatigué toi-même après une longue journée."
"Dialogs_Story2_Home_SarahSofa_9_NotTired_0_Player",63022579723,"Je ne suis pas du tout fatigué..."
"Dialogs_Story2_Home_SarahSofa_9_NotTired_1_Player",63022579724,"J'adorerais aider si je peux."
"Dialogs_Story2_Home_SarahSofa_9_NotTired_2_Sarah",63022579725,"Je ne sais pas..."
"Dialogs_Story2_Home_SarahSofa_9_NotTired_3_Sarah",63022579726,"Ça ne serait pas bizarre?"
"Dialogs_Story2_Home_SarahSofa_9_NotTired_4_Player",63022579727,"""Maintenant qu'elle l'a dit à voix haute."""
"Dialogs_Story2_Home_SarahSofa_9_1No_0_Player",63022579728,"Bien sûr que non! Pourquoi ce serait bizarre?"
"Dialogs_Story2_Home_SarahSofa_9_1No_1_Sarah",63022579729,"Je..."
"Dialogs_Story2_Home_SarahSofa_9_1No_2_Sarah",63022579730,"Je... suppose que... d'accord."
"Dialogs_Story2_Home_SarahSofa_9_1No_3_Sarah",63022579731,"Laisse-moi juste me mettre en position."
"Dialogs_Story2_Home_SarahSofa_10_SarahPickUp_0_Player",63022579732,"""Pff..."""
"Dialogs_Story2_Home_SarahSofa_10_SarahPickUp_1_Player",63022579733,"""Le manque d'entraînement commence à se voir."""
"Dialogs_Story2_Home_SarahSofa_10_SarahPickUp_2_Player",63022579734,"""Peut-être qu'il est temps que je retourne à la salle de sport."""
