Key,Id,English(en)
"Dialogs_Sarah_Restaurant_ComeMoreOften_ComeMoreOften_0_Player",63005802578,"Would you like to come more often?"
"Dialogs_Sarah_Restaurant_ComeMoreOften_ComeMoreOften_1_Sarah",63009996800,"What?"
"Dialogs_Sarah_Restaurant_ComeMoreOften_ComeMoreOften_2_Player",63009996801,"Sorry... I mean go out more often"
"Dialogs_Sarah_Restaurant_ComeMoreOften_ComeMoreOften_3_Sarah",63009996802,"With you?"
"Dialogs_Sarah_Restaurant_Compliment_0_Sarah",63009996803,"Thank you"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_0_Player",63009996804,"You mentioned Benjamin used to take you here"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_1_Player",63009996805,"When was the last time you were here?"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_2_Sarah",63009996806,"Hmmmm"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_3_Sarah",63009996807,"Let me think"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_4_Sarah",63009996808,"I don't remember"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_5_Sarah",63009996809,"But it was definitely years ago"
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_6_Player",63009996810,"""This is actually sad... What is Benjamin even thinking"""
"Dialogs_Sarah_Restaurant_LastTimeHere_LastTimeHere_7_Player",63009996811,"""Or is this just what married life looks like?"""
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_0_Player",63009996812,"So you like sushi?"
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_1_Sarah",63009996813,"Who doesn't?"
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_2_Sarah",63009996814,"They're sooo incredibly delicious!"
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_3_Sarah",63009996815,"Wait..."
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_4_Sarah",63009996816,"I invited you here earlier..."
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_5_Sarah",63009996817,"ButI never really thought about whether you liked them too"
"Dialogs_Sarah_Restaurant_LikeSushi_LikeSushi_6_Sarah",63009996818,"Do you?"
"Dialogs_Sarah_Restaurant_LikeSushi_No_0_Player",63009996819,"No... to be honest I don't really like sushi"
"Dialogs_Sarah_Restaurant_LikeSushi_No_1_Sarah",63009996820,"Nooooo"
"Dialogs_Sarah_Restaurant_LikeSushi_No_2_Sarah",63009996821,"Now I feel bad"
"Dialogs_Sarah_Restaurant_LikeSushi_No_3_Player",63009996822,"But it's ok... There is still something I can eat here"
"Dialogs_Sarah_Restaurant_LikeSushi_No_4_Sarah",63009996823,"Sorry"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_0_Player",63009996824,"Yes! I like sushi too"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_1_Sarah",63009996825,"That's nice"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_2_Sarah",63009996826,"Because it would be sad if you didn’t"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_3_Sarah",63009996827,"I mean, I kept this restaurant a secret..."
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_4_Sarah",63009996828,"...but never asked what food you like"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_5_Sarah",63009996829,"That would be awkward, right?"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_6_Player",63009996830,"Yeah haha"
"Dialogs_Sarah_Restaurant_LikeSushi_Yes_7_Player",63009996831,"How lucky for you that I like sushi"
"Dialogs_Sarah_Restaurant_SmallTalk_Placeholder_0_Player",63009996832,"*Placeholder dialog for smalltalk*"
"Dialogs_Sarah_SarahSleep_0_Player",63009996833,"""Sarah and Benjamin are sleeping..."""
"Dialogs_Story2_Home_BlockedColliders_Please_0_Lucy",63009996834,"Please, @{player}"
"Dialogs_Story2_Home_BlockedColliders_WhereAreYouGoing_0_Lucy",63009996835,"Where are you going?"
"Dialogs_Story2_Home_LucyKnock_1_ComeIn_0_Player",63009996836,"COME IN!"
"Dialogs_Story2_Home_LucyKnock_1_WhosThat_0_Player",63009996837,"""Ugh.."""
"Dialogs_Story2_Home_LucyKnock_1_WhosThat_1_Player",63009996838,"""Why would someone knock on my door this early in the morning?"""
"Dialogs_Story2_Home_LucyKnock_2_HopeDidWakeUp_0_Lucy",63009996839,"I hope I didn't wake you up"
"Dialogs_Story2_Home_LucyKnock_2_1YouDid_0_Player",63009996840,"Actually... you did"
"Dialogs_Story2_Home_LucyKnock_2_1YouDid_1_Lucy",63009996841,"Sorry..."
"Dialogs_Story2_Home_LucyKnock_2_2ItAlright_0_Player",63009996842,"It’s alright... I was going to get up anyway"
"Dialogs_Story2_Home_LucyKnock_2_2ItAlright_1_Lucy",63009996843,"Good"
"Dialogs_Story2_Home_LucyKnock_3_WantedToThankYou_0_Lucy",63009996844,"I wanted to... <?emotion=27><?anim=ArmsCrossed>thank you..."
"Dialogs_Story2_Home_LucyKnock_3_WantedToThankYou_1_Lucy",63009996845,"...for not giving me away to Mom"
"Dialogs_Story2_Home_LucyKnock_3_WantedToThankYou_2_Lucy",63009996846,"This still doesn’t excuse your peeping, though"
"Dialogs_Story2_Home_LucyKnock_3_WantedToThankYou_3_Lucy",63009996847,"But I guess you're not a complete asshole like I thought"
"Dialogs_Story2_Home_LucyKnock_3_WantedToThankYou_4_Player",63009996848,"Wow... thanks"
"Dialogs_Story2_Home_LucyKnock_4_1WHyUp_0_Player",63009996849,"Anyway... why are you up so early?"
"Dialogs_Story2_Home_LucyKnock_4_1WHyUp_1_Player",63009996850,"I’ve never seen you wake up before me, especially after a night of partying"
"Dialogs_Story2_Home_LucyKnock_4_1WHyUp_2_Lucy",63009996851,"<?shake>partying?"
"Dialogs_Story2_Home_LucyKnock_4_1WHyUp_3_Lucy",63009996852,"You really think all I do is party?"
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_0_Player",63009996853,"Yes..."
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_1_Lucy",63009996854,". . ."
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_2_Lucy",63009996855,"Well... usually, I do"
"Dialogs_Story2_Home_LucyKnock_4_1_1Yes_3_Lucy",63009996856,"But not yesterday"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_0_Player",63009996857,"If you weren’t partying yesterday... then where did you go?"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_1_Lucy",63009996858,"I was on a date..."
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_2_Player",63009996859,"You don't look like it was fun"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_3_Lucy",63009996860,"Yeah... because it definitely wasn’t"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_4_Player",63009996861,"Why not?"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_5_Lucy",63009996862,"It doesn't matter"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_6_Lucy",63009996863,"I have to go now"
"Dialogs_Story2_Home_LucyKnock_4_2WhatDoing_7_Lucy",63009996864,"Thank you again"
"Dialogs_Story2_Home_LucyKnock_4_2_1Wait_0_Player",63009996865,"Wait..."
"Dialogs_Story2_Home_LucyKnock_4_2_1Wait_1_Lucy",63009996866,"What?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_0_Player",63009996867,"Remember when I asked you about the gym?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_1_Lucy",63009996868,"Yes"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_2_Player",63009996869,"Do you also remember telling me that we could go and train together?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_3_Lucy",63009996870,"Oh no... please don't start..."
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_4_Lucy",63009996871,"Is creeping on mom not ehough for you?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_5_Lucy",63009996872,"Now you want to creep on the other girls in tight clothes?"
"Dialogs_Story2_Home_LucyKnock_4_3_1GymAsked_6_Lucy",63009996873,"Or do you want to creep on me?"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_0_Player",63014191104,"I wanted to ask you about something"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_1_Player",63014191105,"Is there a gym nearby?"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_2_Lucy",63014191106,"Of course there is one"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_3_Lucy",63014191107,"I even go to this gym myself"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_4_Player",63014191108,"Can I go with you?"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_5_Lucy",63014191109,"Yeah, right"
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_6_Lucy",63014191110,"I don't want you to creep on the other girls..."
"Dialogs_Story2_Home_LucyKnock_4_3_2GymNotAsked_7_Lucy",63014191111,"Or me..."
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_0_Player",63014191112,"I'm not joking, Lucy"
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_1_Lucy",63014191113,"Fine..."
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_2_Lucy",63014191114,"You helped me..."
"Dialogs_Story2_Home_LucyKnock_5_1ImSerious_3_Lucy",63014191115,"I guess I can help you too, then"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_0_Player",63014191116,"Of fuck you, Lucy"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_1_Lucy",63014191117,"Calm down, I'm just playing with you"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_2_Lucy",63014191118,"Fine..."
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_3_Lucy",63014191119,"You helped me"
"Dialogs_Story2_Home_LucyKnock_5_2FuckYou_4_Lucy",63014191120,"I guess I can help you too, then"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_0_Lucy",63014191121,"Talk to me later"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_1_Lucy",63014191122,"Until then, make sure you get yourself some proper clothes"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_2_Lucy",63014191123,"And the money for the gym membership"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_3_Lucy",63014191124,"It was around 8c, if I remember it correctly"
"Dialogs_Story2_Home_LucyKnock_6_TalkLater_4_Lucy",63014191125,"I’ve got to go now"
"Dialogs_Story2_Home_LucyOut_1_Lucy_0_Player",63014191126,"Lucy?"
"Dialogs_Story2_Home_LucyOut_1_Tsss_0_Lucy",63014191127,"Tsss~"
"Dialogs_Story2_Home_LucyOut_1_Tsss_1_Lucy",63014191128,"be quiet"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_0_Lucy",63014191129,"I heard Mom getting up..."
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_1_Lucy",63014191130,"The TV is on"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_2_Lucy",63014191131,"I think she’s in the living room"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_3_Lucy",63014191132,"She can’t see me here"
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_4_Lucy",63014191133,"Wait..."
"Dialogs_Story2_Home_LucyOut_2_MomIsUp_5_Lucy",63014191134,"What are you doing here?"
"Dialogs_Story2_Home_LucyOut_2_1Bar_0_Player",63014191135,"I was at the bar"
"Dialogs_Story2_Home_LucyOut_2_1Bar_1_Lucy",63014191136,"<shake>A bar...?"
"Dialogs_Story2_Home_LucyOut_2_1Bar_2_Lucy",63014191137,"Like you actually have friends"
"Dialogs_Story2_Home_LucyOut_2_2NotYourBusiness_0_Player",63014191138,"Why do you care? It's none of your business"
"Dialogs_Story2_Home_LucyOut_2_2NotYourBusiness_1_Lucy",63014191139,"<shake>I don't!"
"Dialogs_Story2_Home_LucyOut_3_WhoThere_0_Sarah",63014191140,"Who's there?"
"Dialogs_Story2_Home_LucyOut_3_WhoThere_1_Sarah",63014191141,"Lucy, is that you?"
"Dialogs_Story2_Home_LucyOut_4_HelpMe_0_Lucy",63014191142,"Say it’s you, @{player}"
"Dialogs_Story2_Home_LucyOut_4_HelpMe_1_Lucy",63014191143,"Don’t let Mom see me here"
"Dialogs_Story2_Home_LucyOut_4_HelpMe_2_Lucy",63014191144,"Pleaaaseee"
"Dialogs_Story2_Home_LucyOut_5_Go_0_Lucy",63014191145,"Go distract Mom"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_0_Sarah",63014191146,"Oh, @{player}"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_1_Sarah",63014191147,"It's you"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_2_Sarah",63014191148,"I thought I heard Lucy’s voice"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_3_Sarah",63014191149,"Must be the wine"
"Dialogs_Story2_Home_LucyOut_6_SarahSees_4_Sarah",63014191150,"Why are you still up so late?"
"Dialogs_Story2_Home_LucyOut_6_1Working_0_Player",63014191151,"I had to work an extra shift today"
"Dialogs_Story2_Home_LucyOut_6_1Working_1_Sarah",63014191152,"Oh, dear"
"Dialogs_Story2_Home_LucyOut_6_1Working_2_Sarah",63014191153,"Don’t push yourself too hard"
"Dialogs_Story2_Home_LucyOut_6_2Out_0_Player",63014191154,"I’ve been out at the bar"
"Dialogs_Story2_Home_LucyOut_6_2Out_1_Sarah",63014191155,"Ooooh, <?emotion=11>a bar"
"Dialogs_Story2_Home_LucyOut_6_2Out_2_Sarah",63014191156,"So"
"Dialogs_Story2_Home_LucyOut_6_2Out_3_Sarah",63014191157,"I'm starting to get jealous"
"Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_0_Player",63014191158,"It was not a date"
"Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_1_Player",63014191159,"More like just hanging out as friends"
"Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_2_Sarah",63014191160,"Of course, sweetie"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_0_Player",63014191161,"Why aren’t you sleeping?"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_1_Sarah",63014191162,"Ehm..."
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_2_Sarah",63014191163,"I couldn't sleep"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_3_Sarah",63014191164,"So, I decided to have some wine and watch a show"
"Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_4_Sarah",63014191165,"Wanna keep me company for a bit?"
"Dialogs_Story2_Home_LucyOut_7_1Yes_0_Player",63014191166,"Yes, I would love to"
"Dialogs_Story2_Home_LucyOut_7_1Yes_1_Sarah",63014191167,"Good"
"Dialogs_Story2_Home_LucyOut_7_1Yes_2_Sarah",63014191168,"Take a seat then"
"Dialogs_Story2_Home_LucyOut_7_1Yes_3_Sarah",63014191169,"And I'll get you a glass"
"Dialogs_Story2_Home_LucyOut_GoGo_0_Lucy",63014191170,"Go-go"
"Dialogs_Story2_Home_SarahHallway_1_SarahSpeaks_0_Sarah",63014191171,"@{player}?"
"Dialogs_Story2_Home_SarahHallway_2_Yes_0_Player",63014191172,"Yes?"
"Dialogs_Story2_Home_SarahHallway_2_Yes_1_Sarah",63014191173,"I’ve noticed you leaving the house a lot recently"
"Dialogs_Story2_Home_SarahHallway_2_Yes_2_Sarah",63014191174,"Is everything alright?"
"Dialogs_Story2_Home_SarahHallway_2_Yes_3_Sarah",63014191175,"You know, you can speak to me..."
"Dialogs_Story2_Home_SarahHallway_2_Yes_4_Sarah",63014191176,"...if you feel uncomfortable"
"Dialogs_Story2_Home_SarahHallway_3_Work_0_Player",63014191177,"Oh no, Sarah"
"Dialogs_Story2_Home_SarahHallway_3_Work_1_Player",63014191178,"I have found a job"
"Dialogs_Story2_Home_SarahHallway_3_Work_2_Player",63014191179,"That's why I'm leaving the house"
"Dialogs_Story2_Home_SarahHallway_3_Work_3_Sarah",63014191180,"Oh..."
"Dialogs_Story2_Home_SarahHallway_3_Work_4_Sarah",63014191181,"I see"
"Dialogs_Story2_Home_SarahHallway_3_Work_5_Sarah",63014191182,"I already thought there was a problem or something"
"Dialogs_Story2_Home_SarahHallway_3_Work_6_Sarah",63014191183,"What job is it?"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_0_Player",63014191184,"It's at the grocery store we went to a few days ago"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_1_Sarah",63014191185,"Oh really?"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_2_Sarah",63014191186,"That's nice"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_3_Sarah",63014191187,"It must be because of the cute coworker"
"Dialogs_Story2_Home_SarahHallway_4_GroceryStore_4_Sarah",63014191188,"I mean, the reason why you applied for that job"
"Dialogs_Story2_Home_SarahHallway_4_1True_0_Player",63014191189,"That's true"
"Dialogs_Story2_Home_SarahHallway_4_1True_1_Sarah",63014191190,"Awwww"
"Dialogs_Story2_Home_SarahHallway_4_1True_2_Sarah",63014191191,"That's cute"
"Dialogs_Story2_Home_SarahHallway_4_1True_3_Sarah",63014191192,"Alright, I won't hold you up"
"Dialogs_Story2_Home_SarahHallway_4_1True_4_Sarah",63014191193,"Have a nice day"
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_0_Player",63014191194,"I got to go, Sarah"
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_1_Sarah",63014191195,"Fine..."
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_2_Sarah",63014191196,"I won't take up your time"
"Dialogs_Story2_Home_SarahHallway_4_2GottaGo_3_Sarah",63014191197,"Have a nice day"
"Dialogs_Story2_Home_SarahSofa_1_hereIAm_0_Sarah",63018385408,"Here I am"
"Dialogs_Story2_Home_SarahSofa_2_PoorSomeWIne_0_Sarah",63018385409,"Just let me pour us some wine"
"Dialogs_Story2_Home_SarahSofa_3_Done_0_Sarah",63018385410,"Done"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_0_Sarah",63018385411,"Now I'm all yours"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_1_Sarah",63018385412,"Feel free to take a sip or two"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_2_Sarah",63018385413,"I wont tell your mom haha"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_3_Player",63018385414,"Thanks, Sarah"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_4_Player",63018385415,"""I had some drinks at the bar... I shouldn’t drink anymore now"""
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_5_Sarah",63018385416,"You're welcome, sweetie"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_6_Sarah",63018385417,"So tell me..."
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_7_Sarah",63018385418,"How’s your new job going?"
"Dialogs_Story2_Home_SarahSofa_4_ALlYours_8_Sarah",63018385419,"I hadn’t had the chance to ask earlier"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_0_Player",63018385420,"It's nice. Spending some time outside the house... a little socialization doesn’t hurt. I like it"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_1_Player",63018385421,"The working hours are super flexible, and the pay is pretty good too"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_2_Sarah",63018385422,"You make it sound like the perfect job ad, haha!"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_3_Sarah",63018385423,"I almost want to apply myself!"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_4_Player",63018385424,"Haha"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_5_Sarah",63018385425,"I'm glad you like it, @{player}"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_6_Sarah",63018385426,"You know..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_7_Sarah",63018385427,"You guys remind me so much of my youth..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_8_Sarah",63018385428,"I mean you and the girls"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_9_Sarah",63018385429,"Those university days, my friends..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_10_Sarah",63018385430,"I miss it sometimes..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_11_Sarah",63018385431,"Nothing to stress about, just pure fun"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_12_Sarah",63018385432,"When you get older, life just feels... different"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_13_Sarah",63018385433,"No more parties, no more fun dates..."
"Dialogs_Story2_Home_SarahSofa_4_1Alright_14_Sarah",63018385434,"OMG, the more I think about it, the sadder it gets"
"Dialogs_Story2_Home_SarahSofa_4_1Alright_15_Sarah",63018385435,"Let's change the subject"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_0_Player",63018385436,"Don’t you have any fun?"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_1_Sarah",63018385437,"Of course I do..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_2_Sarah",63018385438,"It’s just a different kind of fun"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_3_Sarah",63018385439,"You see..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_4_Sarah",63018385440,"Most of my university friends have left the town..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_5_Sarah",63018385441,"Those who stayed have families now, got their own problems, and are sunk into them"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_6_Sarah",63018385442,"The same goes for me"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_7_Sarah",63018385443,"So over time, the communication just... kind of vanished"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_8_Sarah",63018385444,"We still meet up from time to time, of course..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_9_Sarah",63018385445,"But we’re hanging out less and less these days"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_10_Sarah",63018385446,"And to be honest..."
"Dialogs_Story2_Home_SarahSofa_5_NoFun_11_Sarah",63018385447,"Those meetups have become more like grandpa gatherings than actual fun, haha"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_12_Sarah",63018385448,"So lately, this is what my 'fun' has turned into"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_13_Sarah",63018385449,"Drinking wine and watching TV"
"Dialogs_Story2_Home_SarahSofa_5_NoFun_14_Sarah",63018385450,"That’s why I’m waiting for your mom"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_0_Player",63018385451,"Waiting for my mom? I didn’t know she was a party person"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_1_Sarah",63018385452,"She never told you?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_2_Player",63018385453,"About what?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_3_Sarah",63018385454,"OMG, we were so close with your mom, and she never even told you a single story from our youth?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_4_Sarah",63018385455,"I’m going to have to call her tomorrow"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_5_Player",63018385456,"What stories?"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_6_Sarah",63018385457,"Oh... right"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_7_Sarah",63018385458,"There's nothing crazy..."
"Dialogs_Story2_Home_SarahSofa_6_1Mom_8_Sarah",63018385459,"We had so much fun back in the days"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_9_Sarah",63018385460,"Me and your mom knew how to party—it was never boring with her around"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_10_Sarah",63018385461,"But nothing vulgar, of course"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_11_Player",63018385462,"I never would have guessed that Mom could be like that"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_12_Sarah",63018385463,"It's odd that she never talked about her younger days"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_13_Sarah",63018385464,"But to be honest, she stopped even years before she had you"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_14_Sarah",63018385465,"She was super serious about her pregnancy"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_15_Sarah",63018385466,"...and I guess she didn't want to set a bad example for you"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_16_Sarah",63018385467,"But now that you're older, she can finally have some fun too"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_17_Sarah",63018385468,"That's why I'm waiting for her"
"Dialogs_Story2_Home_SarahSofa_6_1Mom_18_Sarah",63018385469,"So we can have our 'old-ladies' fun with a beer at our favorite pub"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_0_Player",63018385470,"And what about Benjamin?"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_1_Sarah",63018385471,"Uhm..."
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_2_Sarah",63018385472,"Well... he has to work"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_3_Sarah",63018385473,"Since he got promoted at his job..."
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_4_Sarah",63018385474,"...we hardly do any activities together anymore"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_5_Sarah",63018385475,"But I don't blame him though"
"Dialogs_Story2_Home_SarahSofa_6_2Benjamin_6_Sarah",63018385476,"He’s got three more mouths to feed"
"Dialogs_Story2_Home_SarahSofa_6_2_1GoodMan_0_Player",63018385477,"He seems like a good person"
"Dialogs_Story2_Home_SarahSofa_6_2_1GoodMan_1_Sarah",63018385478,"And he is..."
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_0_Player",63018385479,"He comes off as an asshole to me"
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_1_Sarah",63018385480,"Well he is not!"
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_2_Sarah",63018385481,"He gives his best for his family"
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_3_Sarah",63018385482,"So please don't judge him based on the things you've seen before"
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_4_Sarah",63018385483,"He wants the best for Lucy and Lisa"
"Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_5_Sarah",63018385484,"And he shows this through his actions"
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_0_Player",63018385485,"I'm sorry, I didn’t mean to insult either him or you"
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_1_Sarah",63018385486,"It's alright I understand"
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_2_Sarah",63018385487,"Just don't make any hasty conclusions"
"Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_3_Sarah",63018385488,"He's a good man"
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_0_Player",63018385489,".  .  ."
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_1_Sarah",63018385490,"But I understand why you might feel that way"
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_2_Sarah",63018385491,"I'm just asking you not to judge a book by its cover, as people like to say"
"Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_3_Sarah",63018385492,"You don't know him the way I do"
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_0_Sarah",63018385493,"But I have to admit..."
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_1_Sarah",63018385494,"I sometimes wish he were more attentive towards me"
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_2_Sarah",63018385495,"I understand that he's working a lot"
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_3_Sarah",63018385496,"But I don't ask for much"
"Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_4_Sarah",63018385497,"Just flowers from time to time, or a little date here and there"
