Key,Id,Português Brasileiro(pt-br)
Dialogs_Story2_Home_LucyOut_6_2Out_0_Player,63014191154,Estive no bar
Dialogs_Story2_Home_LucyOut_6_2Out_1_Sarah,63014191155,"Ooooh, <?emotion=11>um bar"
Dialogs_Story2_Home_LucyOut_6_2Out_2_Sarah,63014191156,Então
Dialogs_Story2_Home_LucyOut_6_2Out_3_Sarah,63014191157,Estou começando a ficar com ciúmes
Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_0_Player,63014191158,Não era um encontro
Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_1_Player,63014191159,"Está mais para sair com amigos "
Dialogs_Story2_Home_LucyOut_6_2_1ItWasntADate_2_Sarah,63014191160,"Claro, querido"
Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_0_Player,63014191161,Por que você não está dormindo?
Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_1_Sarah,63014191162,Ehm...
Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_2_Sarah,63014191163,Não conseguia dormir
Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_3_Sarah,63014191164,"Então, eu decidi tomar um pouco de vinho e assistir um show"
Dialogs_Story2_Home_LucyOut_7_WhyAreYouUp_4_Sarah,63014191165,Quer me fazer companhia?
Dialogs_Story2_Home_LucyOut_7_1Yes_0_Player,63014191166,"Sim, eu adoraria"
Dialogs_Story2_Home_LucyOut_7_1Yes_1_Sarah,63014191167,Bom
Dialogs_Story2_Home_LucyOut_7_1Yes_2_Sarah,63014191168,Sente-se então
Dialogs_Story2_Home_LucyOut_7_1Yes_3_Sarah,63014191169,E eu vou pegar um copo
Dialogs_Story2_Home_LucyOut_GoGo_0_Lucy,63014191170,"Vai, vai, vai"
Dialogs_Story2_Home_SarahHallway_1_SarahSpeaks_0_Sarah,63014191171,@{player}?
Dialogs_Story2_Home_SarahHallway_2_Yes_0_Player,63014191172,Sim?
Dialogs_Story2_Home_SarahHallway_2_Yes_1_Sarah,63014191173,Percebi que você tem saído muito de casa ultimamente
Dialogs_Story2_Home_SarahHallway_2_Yes_2_Sarah,63014191174,Está tudo bem?
Dialogs_Story2_Home_SarahHallway_2_Yes_3_Sarah,63014191175,"Sabe, pode falar comigo..."
Dialogs_Story2_Home_SarahHallway_2_Yes_4_Sarah,63014191176,...se você se sente desconfortável
Dialogs_Story2_Home_SarahHallway_3_Work_0_Player,63014191177,"Oh não, Sarah"
Dialogs_Story2_Home_SarahHallway_3_Work_1_Player,63014191178,Eu achei um emprego
Dialogs_Story2_Home_SarahHallway_3_Work_2_Player,63014191179,Por isso estou saindo de casa
Dialogs_Story2_Home_SarahHallway_3_Work_3_Sarah,63014191180,Ah...
Dialogs_Story2_Home_SarahHallway_3_Work_4_Sarah,63014191181,Entendi
Dialogs_Story2_Home_SarahHallway_3_Work_5_Sarah,63014191182,Já pensei que havia um problema ou algo assim
Dialogs_Story2_Home_SarahHallway_3_Work_6_Sarah,63014191183,Que emprego é esse?
Dialogs_Story2_Home_SarahHallway_4_GroceryStore_0_Player,63014191184,É no mercado que fomos há alguns dias
Dialogs_Story2_Home_SarahHallway_4_GroceryStore_1_Sarah,63014191185,"Ah, é mesmo?"
Dialogs_Story2_Home_SarahHallway_4_GroceryStore_2_Sarah,63014191186,Que bom!
Dialogs_Story2_Home_SarahHallway_4_GroceryStore_3_Sarah,63014191187,Deve ser por causa da garota bonita
Dialogs_Story2_Home_SarahHallway_4_GroceryStore_4_Sarah,63014191188,"Quero dizer, a razão pela qual você se candidatou para aquele trabalho"
Dialogs_Story2_Home_SarahHallway_4_1True_0_Player,63014191189,Isso é verdade
Dialogs_Story2_Home_SarahHallway_4_1True_1_Sarah,63014191190,Awwww
Dialogs_Story2_Home_SarahHallway_4_1True_2_Sarah,63014191191,Que gracinha
Dialogs_Story2_Home_SarahHallway_4_1True_3_Sarah,63014191192,"Certo, não vou segurá-lo"
Dialogs_Story2_Home_SarahHallway_4_1True_4_Sarah,63014191193,Tenha um bom dia
Dialogs_Story2_Home_SarahHallway_4_2GottaGo_0_Player,63014191194,"Preciso ir, Sarah"
Dialogs_Story2_Home_SarahHallway_4_2GottaGo_1_Sarah,63014191195,Tudo bem...
Dialogs_Story2_Home_SarahHallway_4_2GottaGo_2_Sarah,63014191196,Não vou tomar seu tempo
Dialogs_Story2_Home_SarahHallway_4_2GottaGo_3_Sarah,63014191197,Tenha um bom dia
Dialogs_Story2_Home_SarahSofa_1_hereIAm_0_Sarah,63018385408,Tô aqui
Dialogs_Story2_Home_SarahSofa_2_PoorSomeWIne_0_Sarah,63018385409,Deixe-me servir um pouco de vinho
Dialogs_Story2_Home_SarahSofa_3_Done_0_Sarah,63018385410,Pronto
Dialogs_Story2_Home_SarahSofa_4_ALlYours_0_Sarah,63018385411,Agora sou toda sua
Dialogs_Story2_Home_SarahSofa_4_ALlYours_1_Sarah,63018385412,Sinta-se livre para tomar um gole ou dois
Dialogs_Story2_Home_SarahSofa_4_ALlYours_2_Sarah,63018385413,Eu não vou contar a sua mãe haha
Dialogs_Story2_Home_SarahSofa_4_ALlYours_3_Player,63018385414,"Obrigado, Sarah"
Dialogs_Story2_Home_SarahSofa_4_ALlYours_4_Player,63018385415,"""Bebi um pouco no bar... Eu não deveria beber mais agora"""
Dialogs_Story2_Home_SarahSofa_4_ALlYours_5_Sarah,63018385416,"De nada, querido"
Dialogs_Story2_Home_SarahSofa_4_ALlYours_6_Sarah,63018385417,Então me diga...
Dialogs_Story2_Home_SarahSofa_4_ALlYours_7_Sarah,63018385418,Como vai seu novo trabalho?
Dialogs_Story2_Home_SarahSofa_4_ALlYours_8_Sarah,63018385419,Eu não tive a chance de perguntar antes
Dialogs_Story2_Home_SarahSofa_4_1Alright_0_Player,63018385420,É bom. Passar algum tempo fora de casa... um pouco de socialização não faz mal. Eu gosto disso.
Dialogs_Story2_Home_SarahSofa_4_1Alright_1_Player,63018385421,"O horário de trabalho é super flexível, e o pagamento é muito bom também"
Dialogs_Story2_Home_SarahSofa_4_1Alright_2_Sarah,63018385422,"Você faz parecer o anúncio de emprego perfeito, haha!"
Dialogs_Story2_Home_SarahSofa_4_1Alright_3_Sarah,63018385423,Eu quase quero me aplicar!
Dialogs_Story2_Home_SarahSofa_4_1Alright_4_Player,63018385424,Haha
Dialogs_Story2_Home_SarahSofa_4_1Alright_5_Sarah,63018385425,"Que bom que gostou, @{player}"
Dialogs_Story2_Home_SarahSofa_4_1Alright_6_Sarah,63018385426,Sabe...
Dialogs_Story2_Home_SarahSofa_4_1Alright_7_Sarah,63018385427,Vocês me lembram tanto da minha juventude...
Dialogs_Story2_Home_SarahSofa_4_1Alright_8_Sarah,63018385428,"Quero dizer, você e as garotas"
Dialogs_Story2_Home_SarahSofa_4_1Alright_9_Sarah,63018385429,"Aqueles dias na universidade, meus amigos..."
Dialogs_Story2_Home_SarahSofa_4_1Alright_10_Sarah,63018385430,Às vezes sinto falta...
Dialogs_Story2_Home_SarahSofa_4_1Alright_11_Sarah,63018385431,"Nada para se preocupar, apenas diversão pura"
Dialogs_Story2_Home_SarahSofa_4_1Alright_12_Sarah,63018385432,"Quando você envelhece, a vida parece... diferente"
Dialogs_Story2_Home_SarahSofa_4_1Alright_13_Sarah,63018385433,"Sem mais festas, sem mais encontros divertidos..."
Dialogs_Story2_Home_SarahSofa_4_1Alright_14_Sarah,63018385434,"Meu Deus, quanto mais penso nisso, mais triste fica"
Dialogs_Story2_Home_SarahSofa_4_1Alright_15_Sarah,63018385435,Vamos mudar de assunto
Dialogs_Story2_Home_SarahSofa_5_NoFun_0_Player,63018385436,Você não se diverte?
Dialogs_Story2_Home_SarahSofa_5_NoFun_1_Sarah,63018385437,Claro que sim...
Dialogs_Story2_Home_SarahSofa_5_NoFun_2_Sarah,63018385438,É apenas um tipo diferente de diversão
Dialogs_Story2_Home_SarahSofa_5_NoFun_3_Sarah,63018385439,Sabe...
Dialogs_Story2_Home_SarahSofa_5_NoFun_4_Sarah,63018385440,A maioria dos meus amigos da universidade deixaram a cidade...
Dialogs_Story2_Home_SarahSofa_5_NoFun_5_Sarah,63018385441,"Os que ficaram agora têm famílias, têm seus próprios problemas, e estão afundados neles"
Dialogs_Story2_Home_SarahSofa_5_NoFun_6_Sarah,63018385442,O mesmo vale para mim
Dialogs_Story2_Home_SarahSofa_5_NoFun_7_Sarah,63018385443,"Então, com o tempo, a comunicação simplesmente... meio que desapareceu"
Dialogs_Story2_Home_SarahSofa_5_NoFun_8_Sarah,63018385444,"Ainda nos encontramos de vez em quando, claro..."
Dialogs_Story2_Home_SarahSofa_5_NoFun_9_Sarah,63018385445,Mas estamos saindo cada vez menos
Dialogs_Story2_Home_SarahSofa_5_NoFun_10_Sarah,63018385446,E para ser honesta...
Dialogs_Story2_Home_SarahSofa_5_NoFun_11_Sarah,63018385447,"Esses encontros viraram mais reuniões de vovôs do que diversão de verdade, haha"
Dialogs_Story2_Home_SarahSofa_5_NoFun_12_Sarah,63018385448,"Então, ultimamente, é nisso que minha 'diversão' se tornou"
Dialogs_Story2_Home_SarahSofa_5_NoFun_13_Sarah,63018385449,Bebendo vinho e vendo TV
Dialogs_Story2_Home_SarahSofa_5_NoFun_14_Sarah,63018385450,Por isso estou esperando sua mãe
Dialogs_Story2_Home_SarahSofa_6_1Mom_0_Player,63018385451,Esperando minha mãe? Não sabia que ela gostava de festas
Dialogs_Story2_Home_SarahSofa_6_1Mom_1_Sarah,63018385452,Ela nunca te contou?
Dialogs_Story2_Home_SarahSofa_6_1Mom_2_Player,63018385453,Sobre o quê?
Dialogs_Story2_Home_SarahSofa_6_1Mom_3_Sarah,63018385454,"Meu Deus, a gente era tão próxima da sua mãe, e ela nunca te contou nenhuma história da nossa "
Dialogs_Story2_Home_SarahSofa_6_1Mom_4_Sarah,63018385455,Vou ter que ligar pra ela amanhã
Dialogs_Story2_Home_SarahSofa_6_1Mom_5_Player,63018385456,Que histórias?
Dialogs_Story2_Home_SarahSofa_6_1Mom_6_Sarah,63018385457,Ah... certo.
Dialogs_Story2_Home_SarahSofa_6_1Mom_7_Sarah,63018385458,Não há nada de maluco...
Dialogs_Story2_Home_SarahSofa_6_1Mom_8_Sarah,63018385459,Nos divertíamos muito antigamente
Dialogs_Story2_Home_SarahSofa_6_1Mom_9_Sarah,63018385460,Eu e sua mãe sabíamos festejar. Nunca foi chato com ela por perto
Dialogs_Story2_Home_SarahSofa_6_1Mom_10_Sarah,63018385461,"Mas nada vulgar, é claro"
Dialogs_Story2_Home_SarahSofa_6_1Mom_11_Player,63018385462,Eu nunca teria imaginado que a mãe poderia ser assim
Dialogs_Story2_Home_SarahSofa_6_1Mom_12_Sarah,63018385463,É estranho que ela nunca tenha falado sobre seus dias mais jovens
Dialogs_Story2_Home_SarahSofa_6_1Mom_13_Sarah,63018385464,"Mas para ser honesta, ela parou mesmo anos antes de ter você "
Dialogs_Story2_Home_SarahSofa_6_1Mom_14_Sarah,63018385465,Ela era muito séria sobre sua gravidez
Dialogs_Story2_Home_SarahSofa_6_1Mom_15_Sarah,63018385466,...e acho que ela não queria dar um mau exemplo para você
Dialogs_Story2_Home_SarahSofa_6_1Mom_16_Sarah,63018385467,"Mas agora que está mais velha, ela pode se divertir também"
Dialogs_Story2_Home_SarahSofa_6_1Mom_17_Sarah,63018385468,Por isso estou esperando por ela
Dialogs_Story2_Home_SarahSofa_6_1Mom_18_Sarah,63018385469,Podemos nos divertir com cerveja no nosso bar favorito
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_0_Player,63018385470,E quanto ao Benjamin?
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_1_Sarah,63018385471,Uhm...
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_2_Sarah,63018385472,Bem... ele tem que trabalhar
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_3_Sarah,63018385473,Desde que foi promovido no trabalho...
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_4_Sarah,63018385474,...não fazemos mais nenhuma atividade juntos
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_5_Sarah,63018385475,Mas não o culpo
Dialogs_Story2_Home_SarahSofa_6_2Benjamin_6_Sarah,63018385476,Ele tem mais três bocas para alimentar
Dialogs_Story2_Home_SarahSofa_6_2_1GoodMan_0_Player,63018385477,Parece ser uma boa pessoa
Dialogs_Story2_Home_SarahSofa_6_2_1GoodMan_1_Sarah,63018385478,E ele é...
Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_0_Player,63018385479,Ele parece um idiota para mim
Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_1_Sarah,63018385480,"Bem, ele não é!"
Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_2_Sarah,63018385481,Ele dá o seu melhor para sua família
Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_3_Sarah,63018385482,"Então, por favor, não o julgue com base nas coisas que já viu antes"
Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_4_Sarah,63018385483,Ele quer o melhor para Lucy e Lisa
Dialogs_Story2_Home_SarahSofa_6_2_2Asshole_5_Sarah,63018385484,E ele mostra isso através de suas ações
Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_0_Player,63018385485,"Desculpe, não quis insultar ele ou você"
Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_1_Sarah,63018385486,"Está tudo bem, eu entendo"
Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_2_Sarah,63018385487,Só não faça conclusões precipitadas
Dialogs_Story2_Home_SarahSofa_6_2_2_1Sorry_3_Sarah,63018385488,Ele é um homem bom
Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_0_Player,63018385489,.  .  .
Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_1_Sarah,63018385490,Mas entendo por que se sente assim
Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_2_Sarah,63018385491,"Só estou pedindo para não julgar um livro pela capa, como as pessoas gostam de dizer"
Dialogs_Story2_Home_SarahSofa_6_2_2_2NoAnswer_3_Sarah,63018385492,Você não o conhece como eu
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_0_Sarah,63018385493,Mas tenho que admitir...
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_1_Sarah,63018385494,Às vezes eu queria que ele estivesse mais atento a mim
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_2_Sarah,63018385495,Entendo que ele está trabalhando muito
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_3_Sarah,63018385496,Mas eu não peço muito
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_4_Sarah,63018385497,"Apenas flores de vez em quando, ou um pequeno encontro aqui e ali"
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_5_Sarah,63018385498,"Afinal, sou a esposa dele"
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_6_Sarah,63018385499,Ou pelo menos uma massagem nos pés
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_7_Sarah,63018385500,"Estou de pé o dia todo, limpando a casa e cozinhando"
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_8_Sarah,63018385501,Mas ele está muito cansado para isso...
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_9_Player,63018385502,"""Uau... ela está deixando tudo sair"""
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_10_Sarah,63018385503,E não estou reclamando...
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_11_Sarah,63018385504,Mas... é...
Dialogs_Story2_Home_SarahSofa_7_HaveToAdmit_12_Sarah,63018385505,Desculpe... Estou falando demais...
Dialogs_Story2_Home_SarahSofa_7_1ItsAlright_0_Player,63018385506,Não... está tudo bem
Dialogs_Story2_Home_SarahSofa_7_1ItsAlright_1_Player,63018385507,Você sempre pode falar comigo se precisar de alguém para ouvir
Dialogs_Story2_Home_SarahSofa_7_1ItsAlright_2_Sarah,63018385508,"Obrigado, querido"
Dialogs_Story2_Home_SarahSofa_7_2Neglect_0_Player,63018385509,Como ele pode negligenciar uma esposa tão maravilhosa?
Dialogs_Story2_Home_SarahSofa_7_2Neglect_1_Sarah,63018385510,É mesmo?
Dialogs_Story2_Home_SarahSofa_7_2Neglect_2_Sarah,63018385511,Aposto que você nunca deixaria isso acontecer se estivesse no lugar dele
Dialogs_Story2_Home_SarahSofa_7_2Neglect_3_Sarah,63018385512,Era isso que queria dizer?
Dialogs_Story2_Home_SarahSofa_7_2Neglect_4_Sarah,63018385513,Só estou brincando com você
Dialogs_Story2_Home_SarahSofa_7_2Neglect_5_Sarah,63018385514,Mas aposto que você não faria
Dialogs_Story2_Home_SarahSofa_8_Massage_0_Player,63022579712,Quer saber?
Dialogs_Story2_Home_SarahSofa_8_Massage_1_Player,63022579713,Acho que posso ajudar em algo
Dialogs_Story2_Home_SarahSofa_8_Massage_2_Sarah,63022579714,Hm?
Dialogs_Story2_Home_SarahSofa_8_Massage_3_Player,63022579715,"Posso fazer uma massagem nos pés, se quiser"
Dialogs_Story2_Home_SarahSofa_8_Massage_4_Sarah,63022579716,Ehhh?
Dialogs_Story2_Home_SarahSofa_8_Massage_5_Player,63022579717,Não disse que ajuda a relaxar depois de um dia cansativo?
Dialogs_Story2_Home_SarahSofa_8_Massage_6_Player,63022579718,Deixe-me ajudá-la
Dialogs_Story2_Home_SarahSofa_8_Massage_7_Sarah,63022579719,Eu...
Dialogs_Story2_Home_SarahSofa_8_Massage_8_Sarah,63022579720,... não esperava isso
Dialogs_Story2_Home_SarahSofa_8_Massage_9_Sarah,63022579721,"Você não precisa, @{player}"
Dialogs_Story2_Home_SarahSofa_8_Massage_10_Sarah,63022579722,Aposto que está cansado depois de um longo dia
Dialogs_Story2_Home_SarahSofa_9_NotTired_0_Player,63022579723,Não estou cansado...
Dialogs_Story2_Home_SarahSofa_9_NotTired_1_Player,63022579724,Eu adoraria ajudar se puder
Dialogs_Story2_Home_SarahSofa_9_NotTired_2_Sarah,63022579725,Não sei...
Dialogs_Story2_Home_SarahSofa_9_NotTired_3_Sarah,63022579726,Não seria estranho?
Dialogs_Story2_Home_SarahSofa_9_NotTired_4_Player,63022579727,"""Agora que ela disse em voz alta, parece meio estranho"""
Dialogs_Story2_Home_SarahSofa_9_1No_0_Player,63022579728,Claro que não! Por que seria estranho?
Dialogs_Story2_Home_SarahSofa_9_1No_1_Sarah,63022579729,Eu...
Dialogs_Story2_Home_SarahSofa_9_1No_2_Sarah,63022579730,Eu... acho que sim
Dialogs_Story2_Home_SarahSofa_9_1No_3_Sarah,63022579731,Apenas deixe-me me posicionar
Dialogs_Story2_Home_SarahSofa_10_SarahPickUp_0_Player,63022579732,"""Ughhh..."""
Dialogs_Story2_Home_SarahSofa_10_SarahPickUp_1_Player,63022579733,"""A falta de treinamento está começando a aparecer"""
Dialogs_Story2_Home_SarahSofa_10_SarahPickUp_2_Player,63022579734,"""Talvez seja hora de voltar para a academia"""
Dialogs_Story2_Home_SarahSofa_MassageFinish_0_Player,63022579735,Vamos para a outra perna
Dialogs_Story2_Home_SarahSofa_MassageFinish_1_Player,63022579736,"""A calcinha dela está molhada?"""
Dialogs_Story2_Home_SarahSofa_MassageFinish_2_Player,63022579737,"""Parece que ela dormiu"""
Dialogs_Story2_Home_SarahSofa_MassageFinish_3_Player,63022579738,"""Ela deve ter bebido demais..."""
Dialogs_Story2_Home_SarahSofa_MassageFinish_4_Player,63022579739,"""A massagem acabou então"""
Dialogs_Story2_Home_SarahSofa_PutSarahToSleep_0_Player,63022579740,"""Certo... vamos sair daqui agora"""
Dialogs_Story2_Home_SarahSofa_SarahsCold_0_Player,63022579741,"""Sarah pode sentir frio aqui"""
Dialogs_Story2_Home_SarahSofa_SarahsCold_1_Player,63022579742,"""Vamos levá-la para o quarto"""
Dialogs_Story2_Store_1_Date_0_Player,63022579743,"Eai, Mia"
Dialogs_Story2_Store_1_Date_1_Mia,63022579744,Hm?
Dialogs_Story2_Store_1_Date_2_Player,63022579745,Gostei muito do nosso tempo no bar juntos
Dialogs_Story2_Store_1_Date_3_Player,63022579746,Adoraria fazer isso de novo hoje
Dialogs_Story2_Store_1_Date_4_Player,63022579747,O que você acha?
Dialogs_Story2_Store_1_Date_5_Mia,63022579748,Com certeza!
Dialogs_Story2_Store_1_Date_6_Mia,63022579749,Eu adoraria!
Dialogs_Story2_Store_1_Date_7_Player,63022579750,"Vejo você à noite, então?"
Dialogs_Story2_Store_1_Date_8_Mia,63022579751,Estarei esperando aqui como da última vez
Dialogs_Story2_Store_2_MiaTryToKiss_0_Mia,63022579752,Eu...
Dialogs_Story2_Store_2_MiaTryToKiss_1_Player,63022579753,"""Na verdade, ela é bonita..."""
Dialogs_Story2_Store_2_MiaTryToKiss_2_Player,63022579754,"""É o álcool em mim falando?"""
Dialogs_Story2_Store_3_KissHer_0_Player,63022579755,"""Ah... foda-se!"""
Dialogs_Story2_Store_4_Kissed_0_Player,63022579756,"""Eu realmente fiz isso..."""
Dialogs_Story2_Store_5_LetsContinueSOmewhereElse_0_Mia,63022579757,Talvez... queira continuar nosso encontro em outro lugar?
Dialogs_Story2_Store_5_1Yes_0_Player,63022579758,Eu adoraria
Dialogs_Story2_Store_5_1Yes_1_Player,63022579759,Mas onde?
Dialogs_Story2_Store_5_1Yes_2_Mia,63022579760,Conheço um lugar...
Dialogs_Story2_Store_5_1Yes_3_Mia,63022579761,Apenas me siga
Dialogs_Story2_Store_6_Date2_0_Player,63022579762,Quer sair outra vez?
Dialogs_Story2_Store_6_Date2_1_Mia,63022579763,"Claro, quando?"
Dialogs_Story2_Store_6_1Today_0_Player,63022579764,Hoje
Dialogs_Story2_Store_6_1Today_1_Mia,63022579765,Claro!
Dialogs_Story2_Store_6_2Tomorrow_0_Player,63022579766,Amanhã
Dialogs_Story2_Store_6_2Tomorrow_1_Mia,63022579767,"Sim, claro."
Dialogs_Story2_Store_6_3NextFriday_0_Player,63022579768,Próxima sexta-feira
Dialogs_Story2_Store_6_3NextFriday_1_Mia,63022579769,Sim
Dialogs_Story2_Store_6_4NextSaturday_0_Player,63022579770,Próximo sábado
Dialogs_Story2_Store_6_4NextSaturday_1_Mia,63022579771,"Sim, claro."
Dialogs_Story2_Store_Apologize_1_Apologize_0_Player,63022579772,Mia...
Dialogs_Story2_Store_Apologize_1_Apologize_1_Player,63022579773,Sinto muito... Eu esqueci completamente
Dialogs_Story2_Store_Apologize_1_Apologize_2_Mia,63022579774,Eu estava esperando por você como uma idiota
Dialogs_Story2_Store_Apologize_1_Apologize_3_Player,63022579775,Desculpe...
Dialogs_Story2_Store_Apologize_1_Apologize_4_Mia,63022579776,Tudo bem...
Dialogs_Story2_Store_Apologize_1_Apologize_5_Mia,63022579777,Mas só porque é a primeira vez
Dialogs_Story2_Store_Apologize_1_Apologize_6_Mia,63022579778,E porque gosto de você
Dialogs_Story2_Store_Apologize_1_Apologize_7_Mia,63022579779,Estarei te esperando hoje na mesma hora
Dialogs_Story2_Store_Apologize_1_Apologize_8_Mia,63022579780,E você vai ficar no trabalho
Dialogs_Story2_Store_Apologize_1_Apologize_9_Mia,63022579781,Até o meu turno acabar
Dialogs_Story2_Store_BeforeBar_1_MiaBeforeBar_0_Mia,63022579782,Ta-da!
Dialogs_Story2_Store_BeforeBar_1_MiaBeforeBar_1_Mia,63022579783,Aqui estamos nós
Dialogs_Story2_Store_BeforeBar_2_ItABar_0_Player,63022579784,Mia?
Dialogs_Story2_Store_BeforeBar_2_ItABar_1_Mia,63022579785,Mmm?
Dialogs_Story2_Store_BeforeBar_2_ItABar_2_Player,63022579786,Isso é um bar
Dialogs_Story2_Store_BeforeBar_2_ItABar_3_Mia,63022579787,Siiiiim
Dialogs_Story2_Store_BeforeBar_2_ItABar_4_Player,63022579788,.  .  .
Dialogs_Story2_Store_BeforeBar_2_ItABar_5_Mia,63022579789,.  .  .
Dialogs_Story2_Store_BeforeBar_2_1Ok_0_Player,63022579790,Ok...
Dialogs_Story2_Store_BeforeBar_2_1Ok_1_Mia,63022579791,Vamos entrar
Dialogs_Story2_Store_BeforeBar_2_2Professional_0_Player,63022579792,Isso ainda é uma reunião profissional?
Dialogs_Story2_Store_BeforeBar_2_2Professional_1_Mia,63022579793,.  .  .
Dialogs_Story2_Store_BeforeBar_2_2Professional_2_Mia,63022579794,"Claro, @{player}"
Dialogs_Story2_Store_BeforeBar_2_2Professional_3_Mia,63022579795,É um lugar realmente legal
Dialogs_Story2_Store_BeforeBar_2_2Professional_4_Mia,63022579796,Aposto que vai gostar
Dialogs_Story2_Store_BeforeBar_2_2Professional_5_Mia,63022579797,Vamos entrar
Dialogs_Story2_Store_BeforeBar_3_MiaBar_0_Mia,63022579798,Então? O que acha?
Dialogs_Story2_Store_BeforeBar_3_1Cozy_0_Player,63022579799,É... aconchegante
Dialogs_Story2_Store_BeforeBar_3_1Cozy_1_Player,63022579800,Realmente não parece um bar
Dialogs_Story2_Store_BeforeBar_3_1Cozy_2_Mia,63022579801,Hehe
Dialogs_Story2_Store_BeforeBar_3_1Cozy_3_Mia,63022579802,É por isso que eu gosto
Dialogs_Story2_Store_BeforeBar_3_1Cozy_4_Mia,63022579803,Não tem tantas pessoas burras e bêbadas como naqueles bares comuns
Dialogs_Story2_Store_BeforeBar_3_1Cozy_5_Player,63022579804,Entendi
Dialogs_Story2_Store_BeforeBar_3_1Cozy_6_Player,63022579805,"Ok, vamos ver o que eles têm no menu"
Dialogs_Story2_Store_BeforeBar_4_Wait_0_Mia,63022579806,Espera
Dialogs_Story2_Store_BeforeBar_5_MiaOrders_0_Mia,63022579807,"A primeira bebidas é por minha conta  "
Dialogs_Story2_Store_BeforeBar_5_MiaOrders_1_Mia,63022579808,"Eu te convidei, afinal"
Dialogs_Story2_Store_BeforeBar_6_Beeeer_0_Mia,63022579809,Aqui está
Dialogs_Story2_Store_BeforeBar_6_Beeeer_1_Mia,63022579810,Cervejaaaa
Dialogs_Story2_Store_BeforeBar_6_1TankYou_0_Player,63022579811,"Obrigado, Mia"
Dialogs_Story2_Store_BeforeBar_6_1TankYou_1_Mia,63022579812,De nada.
Dialogs_Story2_Store_BeforeBar_7_LetsDrink_0_Mia,63026774016,Vamos beber
Dialogs_Story2_Store_BeforeBar_7_LetsDrink_1_Mia,63026774017,Podemos?
Dialogs_Story2_Store_BeforeBar_8_HowsWork_0_Mia,63026774018,"Então, @{player}"
Dialogs_Story2_Store_BeforeBar_8_HowsWork_1_Mia,63026774019,O que você acha do seu novo trabalho?
Dialogs_Story2_Store_BeforeBar_8_1Alright_0_Player,63026774020,"Está tudo bem, eu acho"
Dialogs_Story2_Store_BeforeBar_8_1Alright_1_Player,63026774021,Não estou reclamando
Dialogs_Story2_Store_BeforeBar_8_1Alright_2_Mia,63026774022,O queeê?
Dialogs_Story2_Store_BeforeBar_8_1Alright_3_Mia,63026774023,Não é o melhor trabalho do mundo?
Dialogs_Story2_Store_BeforeBar_8_1Alright_4_Player,63026774024,"Não exatamente, mas bem perto"
Dialogs_Story2_Store_BeforeBar_8_1Alright_5_Player,63026774025,Faz o trabalho ficar muito mais agradável com uma companhia tão incrível
Dialogs_Story2_Store_BeforeBar_8_1Alright_6_Mia,63026774026,Haha
Dialogs_Story2_Store_BeforeBar_8_1Alright_7_Mia,63026774027,"Se você continuar, posso corar"
Dialogs_Story2_Store_BeforeBar_8_1Alright_8_Mia,63026774028,Vamos brindar a isso!
Dialogs_Story2_Store_BeforeBar_8_1Alright_9_Player,63026774029,Não estamos bebendo rápido demais?
Dialogs_Story2_Store_BeforeBar_8_1Alright_10_Mia,63026774030,Claro que não!
Dialogs_Story2_Store_BeforeBar_8_1Alright_11_Mia,63026774031,"É um bar, o que esperava?"
